Order,Ref,Ref_name,DS_SS,Response,Comparison,Control,Type,Tx_mean,Tx_n,Tx_sd,Cx_mean,Cx_n,Cx_sd,SD_pool,Diff_in_means,ES,Hedges_d,Var_d,SE_d,CI_lo_d,CI_up_d,Tx_percent_dead,Tx_n_total,Tx_n_dead,Cx_percent_dead,Cx_n_total,Cx_n_dead,Tx_percent_dead_adj,Tx_n_total_adj,Tx_n_dead_adj,Cx_percent_dead_adj,Cx_n_total_adj,Cx_n_dead_adj,Tx_prob_mort,Cx_prob_mort,logRR,logRR_var,Observed_O,Expected_O_hat,O_hat_var_diff,logOR,logOR_var,Binary_sed_burial,Binary_regression_design,Binary_binary_data_only,Binary_repeated_measures,Binary_control_in_study,Ocean,Region,Updated_Genus,Updated_species,Coral_age_class,Treatment,Exp_details,Other_conditions,Sed_level_standardized,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_exposure_mg_cm2,Sed_exposure_mg_d_L,Sed_duration_class,Sed_source,Sed_mineralogy,Sed_grain_class,Sed_grain_micron,Sed_grain_category,Sed_application,Surface_direction,Surface_direction_deg,Coral_age_at_start_expt_days,Coral_age_at_end_expt_days,Coral_days_old_baseline,Additional_notes,
66,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,AZ,0,,0.422,6,0.056,0.667,6,0.017,0.04,-0.25,-5.884,-5.429,1.562,1.25,-7.88,-2.98,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Montastraea,cavernosa,adult,Low sediment depth,AFTER treatment - Recovery,,,72,h,3,0,,short,marine,n/s,3a - very fine gravel,<4mm,3 - fine+coarse,,,,,,,,
67,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,AY,0,,0.69,6,0.022,0.695,6,0.012,0.02,-0.01,-0.28,-0.259,0.336,0.58,-1.4,0.88,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Montastraea,cavernosa,adult,Moderate sediment depth,BEFORE treatment - Acclimation,,,24,h,1,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
68,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,AZ,0,,0.446,6,0.1,0.667,6,0.017,0.07,-0.22,-3.068,-2.831,0.667,0.817,-4.43,-1.23,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Montastraea,cavernosa,adult,Moderate sediment depth,AFTER treatment - Recovery,,,72,h,3,0,,short,marine,n/s,3a - very fine gravel,<4mm,3 - fine+coarse,,,,,,,,
69,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,AY,0,,0.69,6,0.015,0.695,6,0.012,0.01,-0.01,-0.37,-0.341,0.338,0.582,-1.48,0.8,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Montastraea,cavernosa,adult,High sediment depth,BEFORE treatment - Acclimation,,,24,h,1,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
70,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,AZ,0,,0.577,6,0.059,0.667,6,0.017,0.04,-0.09,-2.078,-1.918,0.487,0.698,-3.29,-0.55,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Montastraea,cavernosa,adult,High sediment depth,AFTER treatment - Recovery,,,72,h,3,0,,short,marine,n/s,3a - very fine gravel,<4mm,3 - fine+coarse,,,,,,,,
71,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,BA,1,,0.517,6,0.022,0.517,6,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Porites,astreoides,adult,"Control, no application",BEFORE treatment - Acclimation,,,24,h,1,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
72,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,BB,1,,0.58,6,0.02,0.58,6,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Porites,astreoides,adult,"Control, no application",AFTER treatment - Recovery,,,72,h,3,0,,short,marine,n/s,3a - very fine gravel,<4mm,3 - fine+coarse,,,,,,,,
73,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,BA,0,,0.488,6,0.017,0.517,6,0.022,0.02,-0.03,-1.468,-1.355,0.41,0.64,-2.61,-0.1,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Porites,astreoides,adult,Low sediment depth,BEFORE treatment - Acclimation,,,24,h,1,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
74,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,BB,0,,0.296,6,0.037,0.58,6,0.02,0.03,-0.28,-9.645,-8.901,3.634,1.906,-12.64,-5.16,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Porites,astreoides,adult,Low sediment depth,AFTER treatment - Recovery,,,72,h,3,0,,short,marine,n/s,3a - very fine gravel,<4mm,3 - fine+coarse,,,,,,,,
75,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,BA,0,,0.512,6,0.02,0.517,6,0.022,0.02,-0.01,-0.24,-0.221,0.335,0.579,-1.36,0.91,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Porites,astreoides,adult,Moderate sediment depth,BEFORE treatment - Acclimation,,,24,h,1,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
76,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,BB,0,,0.364,6,0.039,0.58,6,0.02,0.03,-0.22,-6.971,-6.433,2.058,1.434,-9.24,-3.62,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Porites,astreoides,adult,Moderate sediment depth,AFTER treatment - Recovery,,,72,h,3,0,,short,marine,n/s,3a - very fine gravel,<4mm,3 - fine+coarse,,,,,,,,
77,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,BA,0,,0.482,6,0.017,0.517,6,0.022,0.02,-0.04,-1.772,-1.635,0.445,0.667,-2.94,-0.33,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Porites,astreoides,adult,High sediment depth,BEFORE treatment - Acclimation,,,24,h,1,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
78,DS22,Rushmore 2016 PhD Chapter 3,DS,fv_fm,BB,0,,0.292,6,0.034,0.58,6,0.02,0.03,-0.29,-10.312,-9.516,4.106,2.026,-13.49,-5.54,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Atlantic,Florida Keys,Porites,astreoides,adult,High sediment depth,AFTER treatment - Recovery,,,72,h,3,0,,short,marine,n/s,3a - very fine gravel,<4mm,3 - fine+coarse,,,,,,,,
79,DS28,Sofonia and Anthony 2008,DS,fv_fm,BC,1,,0.59,36,0.12,0.59,36,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Turbinaria,mesenterina,adult,Filtered sediment load,Low flow regime,,0.02,34,d,34,0.8,,long,marine,n/s,2a - very fine sand,60-120micron,2 - fine,,,,,,,,
80,DS28,Sofonia and Anthony 2008,DS,fv_fm,BC,0,,0.6,35,0.059,0.59,36,0.12,0.1,0.01,0.105,0.104,0.056,0.238,-0.36,0.57,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Turbinaria,mesenterina,adult,Low sediment load,Low flow regime,,0.47,34,d,34,16,,long,marine,n/s,2a - very fine sand,60-120micron,2 - fine,,,,,,,,
81,DS28,Sofonia and Anthony 2008,DS,fv_fm,BC,0,,0.6,34,0.117,0.59,36,0.12,0.12,0.01,0.084,0.084,0.057,0.239,-0.39,0.55,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Turbinaria,mesenterina,adult,High sediment load,Low flow regime,,3.24,34,d,34,110,,long,marine,n/s,2a - very fine sand,60-120micron,2 - fine,,,,,,,,
82,DS28,Sofonia and Anthony 2008,DS,fv_fm,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Turbinaria,mesenterina,adult,Field control,Field flow (low),,9.5,n/r,n/r,,0,,long,,,,,,,,,,,,,
83,DS34a,Weber et al. 2006,DS,fv_fm,BD,-1,,0.63,4,0.01,0.63,4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/Control (exposure time/sediment type - no sediment),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
84,DS34a,Weber et al. 2006,DS,fv_fm,BE,1,,0.64,4,0.01,0.64,4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/Control (exposure time/sediment type - no sediment),Time 0 - when sediment removed,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
85,DS34a,Weber et al. 2006,DS,fv_fm,BF,1,,0.64,4,0.01,0.64,4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/Control (exposure time/sediment type - no sediment),Time 24 h after sediment removed,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
86,DS34a,Weber et al. 2006,DS,fv_fm,BG,1,,0.64,4,0.01,0.64,4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/Control (exposure time/sediment type - no sediment),Time 48 h after sediment removed,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
87,DS34a,Weber et al. 2006,DS,fv_fm,BD,-1,,0.62,4,0.04,0.63,4,0.01,0.03,-0.01,-0.343,-0.298,0.506,0.711,-1.69,1.1,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-S (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
88,DS34a,Weber et al. 2006,DS,fv_fm,BE,0,,0.61,4,0.02,0.64,4,0.01,0.02,-0.03,-1.897,-1.648,0.67,0.818,-3.25,-0.04,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-S (exposure time/sediment type),Time 0 - when sediment removed,,148.9,12,h,0.5,74.45,,short,estuarine,terrigenous,1 - silt,<63micron,1 - very fine,,,,,,,,
89,DS34a,Weber et al. 2006,DS,fv_fm,BF,0,,0.63,4,0.02,0.64,4,0.01,0.02,-0.01,-0.632,-0.549,0.519,0.72,-1.96,0.86,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-S (exposure time/sediment type),Time 24 h after sediment removed,,148.9,12,h,0.5,74.45,,short,estuarine,terrigenous,1 - silt,<63micron,1 - very fine,,,,,,,,
90,DS34a,Weber et al. 2006,DS,fv_fm,BG,0,,0.64,4,0.01,0.64,4,0.01,0.01,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-S (exposure time/sediment type),Time 48 h after sediment removed,,148.9,12,h,0.5,74.45,,short,estuarine,terrigenous,1 - silt,<63micron,1 - very fine,,,,,,,,
91,DS34a,Weber et al. 2006,DS,fv_fm,BD,-1,,0.62,4,0.04,0.63,4,0.01,0.03,-0.01,-0.343,-0.298,0.506,0.711,-1.69,1.1,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-F (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
92,DS34a,Weber et al. 2006,DS,fv_fm,BE,0,,0.62,4,0.02,0.64,4,0.01,0.02,-0.02,-1.265,-1.099,0.575,0.759,-2.59,0.39,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-F (exposure time/sediment type),Time 0 - when sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,1 - silt,<63micron,1 - very fine,,,,,,,,
93,DS34a,Weber et al. 2006,DS,fv_fm,BF,0,,0.65,4,0.01,0.64,4,0.01,0.01,0.01,1,0.869,0.547,0.74,-0.58,2.32,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-F (exposure time/sediment type),Time 24 h after sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,1 - silt,<63micron,1 - very fine,,,,,,,,
94,DS34a,Weber et al. 2006,DS,fv_fm,BG,0,,0.65,4,0.02,0.64,4,0.01,0.02,0.01,0.632,0.549,0.519,0.72,-0.86,1.96,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-F (exposure time/sediment type),Time 48 h after sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,1 - silt,<63micron,1 - very fine,,,,,,,,
95,DS34a,Weber et al. 2006,DS,fv_fm,BD,-1,,0.62,4,0.01,0.63,4,0.01,0.01,-0.01,-1,-0.869,0.547,0.74,-2.32,0.58,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-M (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
96,DS34a,Weber et al. 2006,DS,fv_fm,BE,0,,0.66,4,0.01,0.64,4,0.01,0.01,0.02,2,1.737,0.689,0.83,0.11,3.36,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-M (exposure time/sediment type),Time 0 - when sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,1 - silt,<63micron,1 - very fine,,,,,,,,
97,DS34a,Weber et al. 2006,DS,fv_fm,BF,0,,0.66,4,0.01,0.64,4,0.01,0.01,0.02,2,1.737,0.689,0.83,0.11,3.36,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-M (exposure time/sediment type),Time 24 h after sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,1 - silt,<63micron,1 - very fine,,,,,,,,
98,DS34a,Weber et al. 2006,DS,fv_fm,BG,0,,0.66,4,0.01,0.64,4,0.01,0.01,0.02,2,1.737,0.689,0.83,0.11,3.36,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/HR-M (exposure time/sediment type),Time 48 h after sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,1 - silt,<63micron,1 - very fine,,,,,,,,
99,DS34a,Weber et al. 2006,DS,fv_fm,BD,-1,,0.59,4,0.07,0.63,4,0.01,0.05,-0.04,-0.8,-0.695,0.53,0.728,-2.12,0.73,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-S (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
100,DS34a,Weber et al. 2006,DS,fv_fm,BE,0,,0.45,4,0.1,0.64,4,0.01,0.07,-0.19,-2.674,-2.322,0.837,0.915,-4.12,-0.53,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-S (exposure time/sediment type),Time 0 - when sediment removed,,148.9,12,h,0.5,74.45,,short,estuarine,terrigenous,2b - fine sand,63-250micron,2 - fine,,,,,,,,
101,DS34a,Weber et al. 2006,DS,fv_fm,BF,0,,0.53,4,0.04,0.64,4,0.01,0.03,-0.11,-3.773,-3.277,1.171,1.082,-5.4,-1.16,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-S (exposure time/sediment type),Time 24 h after sediment removed,,148.9,12,h,0.5,74.45,,short,estuarine,terrigenous,2b - fine sand,63-250micron,2 - fine,,,,,,,,
102,DS34a,Weber et al. 2006,DS,fv_fm,BG,0,,0.58,4,0.03,0.64,4,0.01,0.02,-0.06,-2.683,-2.331,0.84,0.916,-4.13,-0.53,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-S (exposure time/sediment type),Time 48 h after sediment removed,,148.9,12,h,0.5,74.45,,short,estuarine,terrigenous,2b - fine sand,63-250micron,2 - fine,,,,,,,,
103,DS34a,Weber et al. 2006,DS,fv_fm,BD,-1,,0.65,4,0.01,0.63,4,0.01,0.01,0.02,2,1.737,0.689,0.83,0.11,3.36,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-F (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
104,DS34a,Weber et al. 2006,DS,fv_fm,BE,0,,0.65,4,0.02,0.64,4,0.01,0.02,0.01,0.632,0.549,0.519,0.72,-0.86,1.96,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-F (exposure time/sediment type),Time 0 - when sediment removed,,177.8,12,h,0.5,88.9,,short,estuarine,terrigenous,2c - medium sand,250-500micron,2 - fine,,,,,,,,
105,DS34a,Weber et al. 2006,DS,fv_fm,BF,0,,0.67,4,0,0.64,4,0.01,0.01,0.03,4.243,3.685,1.349,1.161,1.41,5.96,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-F (exposure time/sediment type),Time 24 h after sediment removed,,177.8,12,h,0.5,88.9,,short,estuarine,terrigenous,2c - medium sand,250-500micron,2 - fine,,,,,,,,
106,DS34a,Weber et al. 2006,DS,fv_fm,BG,0,,0.68,4,0.02,0.64,4,0.01,0.02,0.04,2.53,2.197,0.802,0.895,0.44,3.95,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-F (exposure time/sediment type),Time 48 h after sediment removed,,177.8,12,h,0.5,88.9,,short,estuarine,terrigenous,2c - medium sand,250-500micron,2 - fine,,,,,,,,
107,DS34a,Weber et al. 2006,DS,fv_fm,BD,-1,,0.64,4,0.01,0.63,4,0.01,0.01,0.01,1,0.869,0.547,0.74,-0.58,2.32,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-M (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
108,DS34a,Weber et al. 2006,DS,fv_fm,BE,0,,0.61,4,0.02,0.64,4,0.01,0.02,-0.03,-1.897,-1.648,0.67,0.818,-3.25,-0.04,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-M (exposure time/sediment type),Time 0 - when sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,2b - fine sand,63-250micron,2 - fine,,,,,,,,
109,DS34a,Weber et al. 2006,DS,fv_fm,BF,0,,0.66,4,0.01,0.64,4,0.01,0.01,0.02,2,1.737,0.689,0.83,0.11,3.36,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-M (exposure time/sediment type),Time 24 h after sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,2b - fine sand,63-250micron,2 - fine,,,,,,,,
110,DS34a,Weber et al. 2006,DS,fv_fm,BG,0,,0.66,4,0.01,0.64,4,0.01,0.01,0.02,2,1.737,0.689,0.83,0.11,3.36,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/OS-M (exposure time/sediment type),Time 48 h after sediment removed,,177.8,12,h,0.5,88.9,,short,marine,carbonate,2b - fine sand,63-250micron,2 - fine,,,,,,,,
111,DS34a,Weber et al. 2006,DS,fv_fm,BD,-1,,0.59,4,0.07,0.63,4,0.01,0.05,-0.04,-0.8,-0.695,0.53,0.728,-2.12,0.73,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/AR-S (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
112,DS34a,Weber et al. 2006,DS,fv_fm,BE,0,,0.51,4,0.03,0.64,4,0.01,0.02,-0.13,-5.814,-5.05,2.094,1.447,-7.89,-2.21,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/AR-S (exposure time/sediment type),Time 0 - when sediment removed,,160,12,h,0.5,80,,short,marine,carbonate,2c - medium sand,250-500micron,2 - fine,,,,,,,,
113,DS34a,Weber et al. 2006,DS,fv_fm,BF,0,,0.57,4,0.04,0.64,4,0.01,0.03,-0.07,-2.401,-2.085,0.772,0.879,-3.81,-0.36,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/AR-S (exposure time/sediment type),Time 24 h after sediment removed,,160,12,h,0.5,80,,short,marine,carbonate,2c - medium sand,250-500micron,2 - fine,,,,,,,,
114,DS34a,Weber et al. 2006,DS,fv_fm,BG,0,,0.57,4,0.02,0.64,4,0.01,0.02,-0.07,-4.427,-3.845,1.424,1.193,-6.18,-1.51,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 12 h/AR-S (exposure time/sediment type),Time 48 h after sediment removed,,160,12,h,0.5,80,,short,marine,carbonate,2c - medium sand,250-500micron,2 - fine,,,,,,,,
115,DS34a,Weber et al. 2006,DS,fv_fm,BH,-1,,0.62,4,0.01,0.62,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/Control (exposure time/sediment type - no sediment),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
116,DS34a,Weber et al. 2006,DS,fv_fm,BI,1,,0.64,4,0.01,0.64,4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/Control (exposure time/sediment type - no sediment),Time 0 - when sediment removed,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
117,DS34a,Weber et al. 2006,DS,fv_fm,BJ,1,,0.64,4,0.01,0.64,4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/Control (exposure time/sediment type - no sediment),Time 24 h after sediment removed,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
118,DS34a,Weber et al. 2006,DS,fv_fm,BK,1,,0.64,4,0.01,0.64,4,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/Control (exposure time/sediment type - no sediment),Time 48 h after sediment removed,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
119,DS34a,Weber et al. 2006,DS,fv_fm,BH,-1,,0.63,4,0.01,0.62,4,0.01,0.01,0.01,1,0.869,0.547,0.74,-0.58,2.32,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/HR-S (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
120,DS34a,Weber et al. 2006,DS,fv_fm,BI,0,,0.29,4,0.16,0.64,4,0.01,0.11,-0.35,-3.088,-2.682,0.95,0.974,-4.59,-0.77,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/HR-S (exposure time/sediment type),Time 0 - when sediment removed,,148.9,36,h,1.5,223.35,,short,estuarine,terrigenous,1 - silt,<63micron,1 - very fine,,,,,,,,
121,DS34a,Weber et al. 2006,DS,fv_fm,BJ,0,,0.36,4,0.16,0.64,4,0.01,0.11,-0.28,-2.47,-2.145,0.788,0.888,-3.89,-0.41,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/HR-S (exposure time/sediment type),Time 24 h after sediment removed,,148.9,36,h,1.5,223.35,,short,estuarine,terrigenous,1 - silt,<63micron,1 - very fine,,,,,,,,
122,DS34a,Weber et al. 2006,DS,fv_fm,BK,0,,0.48,4,0.09,0.64,4,0.01,0.06,-0.16,-2.499,-2.17,0.794,0.891,-3.92,-0.42,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/HR-S (exposure time/sediment type),Time 48 h after sediment removed,,148.9,36,h,1.5,223.35,,short,estuarine,terrigenous,1 - silt,<63micron,1 - very fine,,,,,,,,
123,DS34a,Weber et al. 2006,DS,fv_fm,BH,-1,,0.66,4,0.01,0.62,4,0.01,0.01,0.04,4,3.474,1.254,1.12,1.28,5.67,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,Pacific,Great Barrier Reef,Montipora,peltiformis,adult,Exp. 1: 36 h/HR-F (exposure time/sediment type),Before sediment application,,0,0,h,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
